Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Community_Lvl_2	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1	Infered_Community_Name_Lvl_2
bioengineering__t	bioengineering	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
community sites__t	community sites	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
supply chain__t	supply chain	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
network analyzer__t	network analyzer	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
stakeholder management__t	stakeholder management	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
analog circuits__t	analog circuits	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
apache storm__t	apache storm	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
shell scripting__t	shell scripting	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
english-spanish__t	english-spanish	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
commercials__t	commercials	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
integration architecture__t	integration architecture	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
building engineering__t	building engineering	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
research management__t	research management	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
tableau software__t	tableau software	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
shake__t	shake	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
oracle goldengate__t	oracle goldengate	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
polymer composites__t	polymer composites	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
employer branding__t	employer branding	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
early-stage startups__t	early-stage startups	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
human anatomy__t	human anatomy	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
financial modeling__t	financial modeling	1.0	2	2.9	2.9.21	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
packaging__t	packaging	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
social photography__t	social photography	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
technology watch__t	technology watch	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
product manager__t	product manager	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
physiology__t	physiology	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
marketing communications planning__t	marketing communications planning	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
foh__t	foh	1.0	4	4.4	4.4.28	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
